득점,경기,승,패,무,승률,시즌,실점,이 닝,0 점,1+ 점,1 점,2 점,3 점,4 점,5+ 점,최 다,평 균,이닝,리드,Unnamed: 2,동점,Unnamed: 4,열세,Unnamed: 6,"('시작', '끝')","('전체', '종 합')","('전체', '리 드')","('전체', '동 점')","('전체', '열 세')","('리드', '종 합')","('리드', '리 드')","('리드', '동 점')","('리드', '열 세')","('동점', '종 합')","('동점', '리 드')","('동점', '동 점')","('동점', '열 세')","('열세', '종 합')","('열세', '리 드')","('열세', '동 점')","('열세', '열 세')","('시즌', '')"
,,,,,,2016.0,,8.0,91.0,53.0,29.0,10.0,7.0,6.0,1.0,5.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,9.0,63.0,40.0,26.0,6.0,6.0,1.0,1.0,5.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,10.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,11.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,1.0,99.0,45.0,28.0,12.0,3.0,2.0,0.0,4.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,2.0,107.0,37.0,21.0,13.0,1.0,2.0,0.0,4.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,3.0,104.0,40.0,12.0,15.0,6.0,6.0,1.0,5.0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,4.0,100.0,44.0,21.0,13.0,4.0,1.0,5.0,7.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,5.0,103.0,41.0,23.0,9.0,8.0,0.0,1.0,5.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,6.0,100.0,44.0,29.0,7.0,7.0,1.0,0.0,4.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,7.0,107.0,37.0,23.0,3.0,4.0,3.0,4.0,6.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,8.0,98.0,46.0,27.0,10.0,4.0,3.0,2.0,7.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,9.0,85.0,38.0,17.0,14.0,4.0,3.0,0.0,4.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,10.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,11.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,,,,,,,,,,,1.0,,,93-50-1 (0.650),0.65,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,,,,,,,,,,,2.0,34-6-0 (0.850),0.85,42-27-0 (0.609),0.609,17-17-1 (0.500),0.5,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,,,,,,,,,,,3.0,48-12-0 (0.800),0.8,21-19-0 (0.525),0.525,24-19-1 (0.558),0.558,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,,,,,,,,,,,4.0,57-13-0 (0.814),0.814,15-11-0 (0.577),0.577,21-26-1 (0.447),0.447,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,,,,,,,,,,,5.0,65-11-0 (0.855),0.855,11-7-0 (0.611),0.611,17-32-1 (0.347),0.347,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,,,,,,,,,,,6.0,72-9-0 (0.889),0.889,7-4-0 (0.636),0.636,14-37-1 (0.275),0.275,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,,,,,,,,,,,7.0,78-8-0 (0.907),0.907,10-4-0 (0.714),0.714,5-38-1 (0.116),0.116,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,,,,,,,,,,,8.0,84-5-0 (0.944),0.944,5-6-0 (0.455),0.455,4-39-1 (0.093),0.093,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,,,,,,,,,,,9.0,86-6-0 (0.935),0.935,4-4-1 (0.500),0.5,3-40-0 (0.070),0.07,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,,,,,,,,,,,10.0,,,3-5-1 (0.375),0.375,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,,,,,,,,,,,11.0,,,1-2-1 (0.333),0.333,,,,,,,,,,,,,,,,,,,,
,,,,,,2016.0,,,,,,,,,,,,12.0,,,0-1-1 (0.000),0.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1회,144.0,40.0,69.0,35.0,,,,,144.0,40.0,69.0,35.0,,,,,2016.0
,,,,,,,,,,,,,,,,,,,,,,,,,2회,144.0,60.0,40.0,44.0,40.0,35.0,3.0,2.0,69.0,19.0,35.0,15.0,35.0,6.0,2.0,27.0,2016.0
,,,,,,,,,,,,,,,,,,,,,,,,,3회,144.0,70.0,26.0,48.0,60.0,54.0,2.0,4.0,40.0,11.0,22.0,7.0,44.0,5.0,2.0,37.0,2016.0
,,,,,,,,,,,,,,,,,,,,,,,,,4회,144.0,76.0,18.0,50.0,70.0,62.0,3.0,5.0,26.0,6.0,11.0,9.0,48.0,8.0,4.0,36.0,2016.0
,,,,,,,,,,,,,,,,,,,,,,,,,5회,144.0,81.0,11.0,52.0,76.0,71.0,2.0,3.0,18.0,7.0,6.0,5.0,50.0,3.0,3.0,44.0,2016.0
,,,,,,,,,,,,,,,,,,,,,,,,,6회,144.0,86.0,14.0,44.0,81.0,75.0,4.0,2.0,11.0,5.0,3.0,3.0,52.0,6.0,7.0,39.0,2016.0
,,,,,,,,,,,,,,,,,,,,,,,,,7회,144.0,89.0,11.0,44.0,86.0,81.0,3.0,2.0,14.0,6.0,6.0,2.0,44.0,2.0,2.0,40.0,2016.0
,,,,,,,,,,,,,,,,,,,,,,,,,8회,144.0,92.0,9.0,43.0,89.0,86.0,2.0,1.0,11.0,4.0,5.0,2.0,44.0,2.0,2.0,40.0,2016.0
,,,,,,,,,,,,,,,,,,,,,,,,,9회,82.0,49.0,9.0,24.0,51.0,43.0,5.0,3.0,9.0,3.0,4.0,2.0,22.0,3.0,0.0,19.0,2016.0
,,,,,,,,,,,,,,,,,,,,,,,,,10회,9.0,2.0,4.0,3.0,,,,,9.0,2.0,4.0,3.0,,,,,2016.0
,,,,,,,,,,,,,,,,,,,,,,,,,11회,4.0,1.0,2.0,1.0,,,,,4.0,1.0,2.0,1.0,,,,,2016.0
,,,,,,,,,,,,,,,,,,,,,,,,,12회,2.0,0.0,1.0,1.0,,,,,2.0,0.0,1.0,1.0,,,,,2016.0
0.0,4.0,0.0,4.0,0.0,0.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,11.0,0.0,10.0,1.0,0.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,15.0,7.0,8.0,0.0,0.467,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,16.0,5.0,9.0,2.0,0.357,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,17.0,8.0,9.0,0.0,0.471,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,13.0,7.0,6.0,0.0,0.538,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,17.0,12.0,5.0,0.0,0.706,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,9.0,9.0,0.0,0.0,1.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,10.0,7.0,3.0,0.0,0.7,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,8.0,7.0,1.0,0.0,0.875,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,8.0,6.0,2.0,0.0,0.75,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,2.0,2.0,0.0,0.0,1.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,1.0,1.0,0.0,0.0,1.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,3.0,3.0,0.0,0.0,1.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,4.0,4.0,0.0,0.0,1.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,2.0,2.0,0.0,0.0,1.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,1.0,1.0,0.0,0.0,1.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,2.0,2.0,0.0,0.0,1.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,1.0,1.0,0.0,0.0,1.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.0,9.0,0.0,0.0,1.0,2017.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18.0,17.0,0.0,1.0,1.0,2017.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.0,7.0,4.0,0.0,0.636,2017.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21.0,13.0,6.0,2.0,0.684,2017.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25.0,20.0,5.0,0.0,0.8,2017.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15.0,6.0,9.0,0.0,0.4,2017.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.0,5.0,5.0,0.0,0.5,2017.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.0,3.0,6.0,0.0,0.333,2017.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.0,1.0,6.0,0.0,0.143,2017.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.0,1.0,4.0,0.0,0.2,2017.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,0.0,1.0,0.0,0.0,2017.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.0,1.0,2.0,0.0,0.333,2017.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.0,0.0,4.0,0.0,0.0,2017.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.0,1.0,4.0,0.0,0.2,2017.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,0.0,1.0,0.0,0.0,2017.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,1.0,101.0,43.0,16.0,13.0,6.0,6.0,2.0,6.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,2.0,93.0,51.0,24.0,10.0,9.0,3.0,5.0,10.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,3.0,91.0,53.0,23.0,9.0,10.0,7.0,4.0,7.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,4.0,90.0,54.0,29.0,10.0,9.0,5.0,1.0,8.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,5.0,104.0,40.0,14.0,14.0,7.0,4.0,1.0,5.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,6.0,102.0,42.0,29.0,6.0,4.0,1.0,2.0,10.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,7.0,97.0,46.0,26.0,11.0,5.0,2.0,2.0,7.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,8.0,93.0,50.0,27.0,11.0,9.0,0.0,3.0,6.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,9.0,74.0,36.0,18.0,10.0,4.0,1.0,3.0,5.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,10.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,11.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,12.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,1.0,93.0,51.0,28.0,12.0,9.0,2.0,0.0,4.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,2.0,99.0,45.0,23.0,12.0,7.0,1.0,2.0,10.0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,3.0,101.0,43.0,20.0,17.0,3.0,3.0,0.0,4.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,4.0,111.0,33.0,13.0,10.0,5.0,2.0,3.0,6.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,5.0,100.0,44.0,17.0,19.0,4.0,1.0,3.0,5.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,6.0,102.0,41.0,25.0,9.0,5.0,0.0,2.0,5.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,7.0,107.0,36.0,14.0,11.0,8.0,0.0,3.0,5.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,8.0,105.0,38.0,23.0,8.0,2.0,2.0,3.0,7.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,9.0,97.0,22.0,12.0,4.0,4.0,1.0,1.0,5.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,10.0,7.0,5.0,2.0,2.0,0.0,1.0,0.0,4.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,11.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,,,,,,,,,,,1.0,,,84-57-3 (0.596),0.596,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,,,,,,,,,,,2.0,25-7-0 (0.781),0.781,43-31-2 (0.581),0.581,16-19-1 (0.457),0.457,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,,,,,,,,,,,3.0,41-11-0 (0.788),0.788,29-17-2 (0.630),0.63,14-29-1 (0.326),0.326,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,,,,,,,,,,,4.0,51-9-1 (0.850),0.85,17-14-1 (0.548),0.548,16-34-1 (0.320),0.32,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,,,,,,,,,,,5.0,57-10-1 (0.851),0.851,15-10-2 (0.600),0.6,12-37-0 (0.245),0.245,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,,,,,,,,,,,6.0,59-9-1 (0.868),0.868,9-8-0 (0.529),0.529,16-40-2 (0.286),0.286,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,,,,,,,,,,,7.0,62-4-0 (0.939),0.939,8-6-1 (0.571),0.571,14-46-2 (0.233),0.233,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,,,,,,,,,,,8.0,66-2-0 (0.971),0.971,9-7-1 (0.563),0.563,9-47-2 (0.161),0.161,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,,,,,,,,,,,9.0,74-1-0 (0.987),0.987,5-4-2 (0.556),0.556,5-51-1 (0.089),0.089,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,,,,,,,,,,,10.0,,,3-6-3 (0.333),0.333,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,,,,,,,,,,,11.0,,,1-1-3 (0.500),0.5,,,,,,,,,,,,,,,,,,,,
,,,,,,2017.0,,,,,,,,,,,,12.0,,,1-0-3 (1.000),1.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1회,144.0,32.0,76.0,36.0,,,,,144.0,32.0,76.0,36.0,,,,,2017.0
,,,,,,,,,,,,,,,,,,,,,,,,,2회,144.0,52.0,48.0,44.0,32.0,27.0,4.0,1.0,76.0,20.0,40.0,16.0,36.0,5.0,4.0,27.0,2017.0
,,,,,,,,,,,,,,,,,,,,,,,,,3회,144.0,61.0,32.0,51.0,52.0,43.0,6.0,3.0,48.0,14.0,25.0,9.0,44.0,4.0,1.0,39.0,2017.0
,,,,,,,,,,,,,,,,,,,,,,,,,4회,144.0,68.0,27.0,49.0,61.0,55.0,4.0,2.0,32.0,8.0,16.0,8.0,51.0,5.0,7.0,39.0,2017.0
,,,,,,,,,,,,,,,,,,,,,,,,,5회,144.0,69.0,17.0,58.0,68.0,63.0,1.0,4.0,27.0,6.0,16.0,5.0,49.0,0.0,0.0,49.0,2017.0
,,,,,,,,,,,,,,,,,,,,,,,,,6회,143.0,66.0,15.0,62.0,69.0,63.0,3.0,3.0,17.0,3.0,9.0,5.0,57.0,0.0,3.0,54.0,2017.0
,,,,,,,,,,,,,,,,,,,,,,,,,7회,143.0,68.0,17.0,58.0,66.0,62.0,1.0,3.0,15.0,1.0,11.0,3.0,62.0,5.0,5.0,52.0,2017.0
,,,,,,,,,,,,,,,,,,,,,,,,,8회,143.0,75.0,11.0,57.0,68.0,64.0,3.0,1.0,17.0,6.0,6.0,5.0,58.0,5.0,2.0,51.0,2017.0
,,,,,,,,,,,,,,,,,,,,,,,,,9회,86.0,48.0,12.0,26.0,42.0,40.0,2.0,0.0,11.0,3.0,7.0,1.0,33.0,5.0,3.0,25.0,2017.0
,,,,,,,,,,,,,,,,,,,,,,,,,10회,12.0,2.0,5.0,5.0,,,,,12.0,2.0,5.0,5.0,,,,,2017.0
,,,,,,,,,,,,,,,,,,,,,,,,,11회,5.0,0.0,4.0,1.0,,,,,5.0,0.0,4.0,1.0,,,,,2017.0
,,,,,,,,,,,,,,,,,,,,,,,,,12회,4.0,1.0,3.0,0.0,,,,,4.0,1.0,3.0,0.0,,,,,2017.0
0.0,1.0,0.0,1.0,0.0,0.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,8.0,0.0,8.0,0.0,0.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,6.0,0.0,6.0,0.0,0.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,13.0,7.0,6.0,0.0,0.538,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,11.0,3.0,8.0,0.0,0.273,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,20.0,12.0,8.0,0.0,0.6,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,26.0,20.0,6.0,0.0,0.769,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,16.0,12.0,4.0,0.0,0.75,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,7.0,6.0,1.0,0.0,0.857,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,8.0,8.0,0.0,0.0,1.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,5.0,5.0,0.0,0.0,1.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,6.0,4.0,2.0,0.0,0.667,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,3.0,3.0,0.0,0.0,1.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,9.0,9.0,0.0,0.0,1.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,3.0,2.0,1.0,0.0,0.667,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,2.0,2.0,0.0,0.0,1.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.0,9.0,0.0,0.0,1.0,2018.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14.0,14.0,0.0,0.0,1.0,2018.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19.0,18.0,1.0,0.0,0.947,2018.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20.0,17.0,3.0,0.0,0.85,2018.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17.0,15.0,2.0,0.0,0.882,2018.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.0,4.0,7.0,0.0,0.364,2018.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.0,4.0,5.0,0.0,0.444,2018.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.0,2.0,4.0,0.0,0.333,2018.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.0,5.0,4.0,0.0,0.556,2018.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.0,2.0,3.0,0.0,0.4,2018.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.0,3.0,4.0,0.0,0.429,2018.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.0,0.0,4.0,0.0,0.0,2018.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.0,0.0,5.0,0.0,0.0,2018.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.0,0.0,3.0,0.0,0.0,2018.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.0,0.0,2.0,0.0,0.0,2018.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,0.0,1.0,0.0,0.0,2018.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.0,0.0,2.0,0.0,0.0,2018.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,0.0,1.0,0.0,0.0,2018.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,1.0,93.0,51.0,33.0,10.0,5.0,2.0,1.0,7.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,2.0,92.0,52.0,27.0,13.0,6.0,4.0,2.0,7.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,3.0,98.0,46.0,23.0,15.0,3.0,3.0,2.0,7.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,4.0,89.0,55.0,32.0,7.0,10.0,2.0,4.0,7.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,5.0,93.0,51.0,26.0,15.0,4.0,3.0,3.0,6.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,6.0,82.0,62.0,23.0,24.0,10.0,2.0,3.0,8.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,7.0,86.0,58.0,29.0,15.0,6.0,2.0,6.0,8.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,8.0,96.0,48.0,17.0,14.0,6.0,7.0,4.0,7.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,9.0,53.0,48.0,23.0,10.0,12.0,2.0,1.0,5.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,10.0,11.0,3.0,0.0,1.0,1.0,0.0,1.0,5.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,11.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,1.0,96.0,48.0,20.0,13.0,5.0,5.0,5.0,6.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,2.0,107.0,37.0,16.0,8.0,6.0,2.0,5.0,8.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,3.0,103.0,41.0,19.0,13.0,3.0,1.0,5.0,7.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,4.0,95.0,49.0,32.0,6.0,5.0,1.0,5.0,6.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,5.0,109.0,35.0,19.0,6.0,5.0,3.0,2.0,6.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,6.0,106.0,38.0,23.0,12.0,0.0,2.0,1.0,5.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,7.0,101.0,43.0,20.0,11.0,7.0,4.0,1.0,6.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,8.0,99.0,45.0,24.0,9.0,7.0,1.0,4.0,9.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,9.0,91.0,29.0,15.0,9.0,2.0,2.0,1.0,5.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,10.0,6.0,8.0,5.0,0.0,2.0,1.0,0.0,4.0,1.07,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,11.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,,,,,,,,,,,1.0,,,93-51-0 (0.646),0.646,,,,,,,,,,,,,,,,,,,,
,,,,,,2018.0,,,,,,,,,,,,2.0,28-7-0 (0.800),0.8,47-23-0 (0.671),0.671,18-21-0 (0.462),0.462,,,,,,,,,,,,,,,,,,
